Policy_document_id,Title,"Translated title","Document type","Source title","Source country","Source state","Source sector","Source organisation type","Source function",Published_on,"Policy citations (excl. same source)","Policy citations (inc. same source)","Document URL","Overton URL","Source specific tags","Your tags","Top topics",Languages,"Policy authors","Related to SDGs","Document theme"
oecddiscovery-0925a7f03a273425e9fe2db0d05850e7,"How the Inaccessibility Index Can Improve Transport Planning and Investment",,"Working paper",OECD,IGO,,"Public Sector",IGO,"International Body|OVSEP|IGO Department or Agency|OVSEP|Monitoring or Regulatory Body|OVSEP|Policy Centre|OVSEP|Research Centre",2018-08-29,7,8,https://dx.doi.org/10.1787/dafaa29d-en,https://app.overton.io/document.php?policy_document_id=oecddiscovery-0925a7f03a273425e9fe2db0d05850e7,,,"Accessibility|Barcelona|Besòs (river)",eng,"Floridea di Ciommo","SDG 11: Sustainable Cities and Communities","Transport planning and investment"
oecddiscovery-a12fc802cb30e2f08d77000663e894a7,"Transport Planning With Accessibility Indices in the Netherlands",,"Working paper",OECD,IGO,,"Public Sector",IGO,"International Body|OVSEP|IGO Department or Agency|OVSEP|Monitoring or Regulatory Body|OVSEP|Policy Centre|OVSEP|Research Centre",2018-08-29,2,3,https://dx.doi.org/10.1787/c62be65d-en,https://app.overton.io/document.php?policy_document_id=oecddiscovery-a12fc802cb30e2f08d77000663e894a7,,,"Accessibility|Branches of science|Capability approach",eng,"Karst T Geurs",,"Accessibility in the Netherlands"
internationaltransportforum-1a780b00aeb6ae969db92e9cc1255fad,"How the Inaccessibility Index Can Improve Transport Planning and Investment",,Publication,"International Transport Forum",IGO,,"Public Sector","Think Tank","International Body|OVSEP|IGO Department or Agency|OVSEP|Policy Centre|OVSEP|Monitoring or Regulatory Body|OVSEP|Top-Level Authority",2018-08-28,1,1,https://www.itf-oecd.org/inaccessibility-index-improve-transport-planning-investment,https://app.overton.io/document.php?policy_document_id=internationaltransportforum-1a780b00aeb6ae969db92e9cc1255fad,,,"Accessibility|Besòs (river)|Economy",eng,,"SDG 11: Sustainable Cities and Communities","Transport planning and investment"
internationaltransportforum-b2842de7db6e293fd5e81c95536da9a6,"Transport Planning With Accessibility Indices in the Netherlands",,Publication,"International Transport Forum",IGO,,"Public Sector","Think Tank","International Body|OVSEP|IGO Department or Agency|OVSEP|Policy Centre|OVSEP|Monitoring or Regulatory Body|OVSEP|Top-Level Authority",2018-08-28,6,7,https://www.itf-oecd.org/transport-planning-accessibility-indices-netherlands,https://app.overton.io/document.php?policy_document_id=internationaltransportforum-b2842de7db6e293fd5e81c95536da9a6,,,Accessibility|Assumption|Attention,eng,,"SDG 11: Sustainable Cities and Communities","Accessibility in Transport Planning"
randcorporation-d153f531dd68c207f42f22ca4678c0e1,"Developing a Manual for Cultural Analysis",,Publication,"RAND Corporation",USA,,"Third Sector","Think Tank","Research Centre|OVSEP|Policy Centre",2018-07-09,0,2,https://www.rand.org/pubs/tools/TL275.html,https://app.overton.io/document.php?policy_document_id=randcorporation-d153f531dd68c207f42f22ca4678c0e1,"Pardee RAND Graduate School",,"Academic discipline interactions|Adaptation|Adaptive behavior",eng,"Matthews, Luke J.|Brown, Ryan Andrew|Kennedy, David P.",,"Cultural Analysis and Policy"
stateofmurcia-68e8ed3f210bd24314a600264d226af8,"Impacto Socioeconómico De La Llegada Del Ave A La Región De Murcia.","Socioeconomic Impact of the Arrival of the Ave in the Region of Murcia.",Publication,"Comunidad Autónoma de la Región de Murcia",Spain,,"Public Sector",Government,"Regional or State Level Body|OVSEP|Mixed Roles|OVSEP|Public Service",2018-06-24,0,0,https://dspace.carm.es/jspui/bitstream/20.500.11914/3364/1/Estudio%20impacto%20socioeconomico%20AVE.pdf,https://app.overton.io/document.php?policy_document_id=stateofmurcia-68e8ed3f210bd24314a600264d226af8,,,"AVE|Administrador de Infraestructuras Ferroviarias|Alicante",spa,,"SDG 8: Decent Work and Economic Growth","Impact of the arrival of the high-speed train on the tourism sector in the Region of Murcia"
erforgeg-f2952e1c78ad0c6fcc2bec489aac09e4,"The Commuting Gender Gap and Females’ Participation and Earnings in the Egyptian Labor Market (ERF)",,"Working paper","Economic Research Forum",Egypt,,"Third Sector","Think Tank","Research Centre|OVSEP|Policy Centre",2018-06-20,0,0,http://erf.org.eg/publications/the-commuting-gender-gap-and-females-participation-and-earnings-in-the-egyptian-labor-market/,https://app.overton.io/document.php?policy_document_id=erforgeg-f2952e1c78ad0c6fcc2bec489aac09e4,,,"Correlation and dependence|Dependent and independent variables|Economy",eng,,"SDG 5: Gender Equality","Commuting gender gap in the Egyptian labor market"
nice-13159c0a9002806af90b9081ed6fc154,"Physical activity and the environment",,"Clinical guidance",NICE,UK,,"Public Sector",Government,"National Body|OVSEP|Arm's Length Body|OVSEP|Healthcare Service, Body or Agency|OVSEP|Research Centre|OVSEP|Policy Centre|OVSEP|Public Service",2018-03-22,46,67,https://www.nice.org.uk/guidance/ng90,https://app.overton.io/document.php?policy_document_id=nice-13159c0a9002806af90b9081ed6fc154,,,"Accessibility|Built environment|City",eng,,"SDG 3: Good Health and Well-being|SDG 11: Sustainable Cities and Communities","Systematic review on physical activity and the environment"
california_state_agencies-5bf035094b178f88099daccf7d71ea5a,"ADA Notice",,Publication,"State of California",USA,,"Public Sector",Government,"Regional or State Level Body|OVSEP|Mixed Roles|OVSEP|Public Service",2018-03-21,0,0,https://dot.ca.gov/-/media/dot-media/programs/research-innovation-system-information/documents/final-reports/ca17-3135-finalreport-a11y.pdf,https://app.overton.io/document.php?policy_document_id=california_state_agencies-5bf035094b178f88099daccf7d71ea5a,,,"Algorithm|Bicycle-sharing system|Carpool",eng,,"SDG 11: Sustainable Cities and Communities","Transportation system design"
paho-be9464bc929540409cf152e0b647adc2,"Qualidade da atenção primária no Programa Mais Médicos. A experiência dos médicos e usuários","Quality of primary care in the Mais Médicos Program. The experience of doctors and users",Publication,"Pan American Health Organization (PAHO)",IGO,,"Public Sector",IGO,"International Body|OVSEP|IGO Department or Agency|OVSEP|Healthcare Service, Body or Agency|OVSEP|Policy Centre|OVSEP|Research Centre",2018-01-24,0,0,https://iris.paho.org/handle/10665.2/34573,https://app.overton.io/document.php?policy_document_id=paho-be9464bc929540409cf152e0b647adc2,,,"Assistance|Branches of science|Brazil",por,,"SDG 3: Good Health and Well-being","Primary healthcare in Brazil"
oecddiscovery-712b1f74a455bfd2711cb3aeddec5b53,"Linking People and Places",,"Working paper",OECD,IGO,,"Public Sector",IGO,"International Body|OVSEP|IGO Department or Agency|OVSEP|Monitoring or Regulatory Body|OVSEP|Policy Centre|OVSEP|Research Centre",2017-06-01,13,16,https://dx.doi.org/10.1787/996cc49e-en,https://app.overton.io/document.php?policy_document_id=oecddiscovery-712b1f74a455bfd2711cb3aeddec5b53,,,"Accessibility|American Community Survey|Analytics",eng,ITF,"SDG 11: Sustainable Cities and Communities","Spatial accessibility in cities"
oecddiscovery-31cf662093eadf733372a44c07da75b9,"Income Inequality, Social Inclusion and Mobility",,Publication,OECD,IGO,,"Public Sector",IGO,"International Body|OVSEP|IGO Department or Agency|OVSEP|Monitoring or Regulatory Body|OVSEP|Policy Centre|OVSEP|Research Centre",2017-05-31,17,44,https://dx.doi.org/10.1787/g2g7ae77-en,https://app.overton.io/document.php?policy_document_id=oecddiscovery-31cf662093eadf733372a44c07da75b9,,,"Accessibility|Affordable housing|Car",eng,ITF,"SDG 10: Reduced Inequality|SDG 11: Sustainable Cities and Communities","Income inequality, social inclusion, and mobility in transport policies"
oecddiscovery-ac83b3026aa9385b67ddc137008ae273,"The Economic Benefits of Improved Accessibility to Transport Systems",,Publication,OECD,IGO,,"Public Sector",IGO,"International Body|OVSEP|IGO Department or Agency|OVSEP|Monitoring or Regulatory Body|OVSEP|Policy Centre|OVSEP|Research Centre",2017-05-31,6,11,https://dx.doi.org/https://doi.org/10.1787/9c73ac17-en,https://app.overton.io/document.php?policy_document_id=oecddiscovery-ac83b3026aa9385b67ddc137008ae273,,,"Accessibility|Americans with Disabilities Act of 1990|Canada",eng,ITF,"SDG 11: Sustainable Cities and Communities","Economic benefits of improving transport accessibility"
internationaltransportforum-ed2640935de8962f04992246e3cdc8d8,"The Economic Benefits of Improved Accessibility to Transport Systems",,Publication,"International Transport Forum",IGO,,"Public Sector","Think Tank","International Body|OVSEP|IGO Department or Agency|OVSEP|Policy Centre|OVSEP|Monitoring or Regulatory Body|OVSEP|Top-Level Authority",2017-05-15,21,22,https://www.itf-oecd.org/economic-benefits-improved-accessibility-transport-systems,https://app.overton.io/document.php?policy_document_id=internationaltransportforum-ed2640935de8962f04992246e3cdc8d8,,,"Accessibility|Ageing|Americans with Disabilities Act of 1990",eng,,"SDG 11: Sustainable Cities and Communities","Economic benefits of improving transport accessibility"
internationaltransportforum-63b603a4d6079561caa44adcda6ee57d,"Income Inequality, Social Inclusion and Mobility",,Publication,"International Transport Forum",IGO,,"Public Sector","Think Tank","International Body|OVSEP|IGO Department or Agency|OVSEP|Policy Centre|OVSEP|Monitoring or Regulatory Body|OVSEP|Top-Level Authority",2017-05-12,13,14,https://www.itf-oecd.org/income-inequality-social-inclusion-mobility,https://app.overton.io/document.php?policy_document_id=internationaltransportforum-63b603a4d6079561caa44adcda6ee57d,,,"Accessibility|Affordable housing|Car",eng,,"SDG 10: Reduced Inequality|SDG 11: Sustainable Cities and Communities","Income inequality, social inclusion, and mobility in transport policies"
internationaltransportforum-be2d1e8b0c6d3710f35f6e73cfd3ee38,"Linking People and Places",,Publication,"International Transport Forum",IGO,,"Public Sector","Think Tank","International Body|OVSEP|IGO Department or Agency|OVSEP|Policy Centre|OVSEP|Monitoring or Regulatory Body|OVSEP|Top-Level Authority",2017-05-12,15,16,https://www.itf-oecd.org/linking-people-and-places,https://app.overton.io/document.php?policy_document_id=internationaltransportforum-be2d1e8b0c6d3710f35f6e73cfd3ee38,,,"Accessibility|Analytics|Application programming interface",eng,,"SDG 11: Sustainable Cities and Communities","Spatial accessibility in cities"
cardusca-86b913fb95f9cc9a5ec86abd0466cbaa,"Planning for Social Environments",,Publication,Cardus,Canada,,"Third Sector","Think Tank","Research Centre|OVSEP|Policy Centre",2017-05-01,0,0,https://www.cardus.ca/research/planning-for-social-environments/,https://app.overton.io/document.php?policy_document_id=cardusca-86b913fb95f9cc9a5ec86abd0466cbaa,,,"Academic discipline interactions|Analysis|Analytics",eng,,"SDG 11: Sustainable Cities and Communities","Social capital and urban planning"
internationaltransportforum-b5f89ff6e56fe67b366fd1475828d6b2,"Economic Benefits of Improved Accessibility to Transport Systems and the Role of Transport in Fostering Tourism for All",,Publication,"International Transport Forum",IGO,,"Public Sector","Think Tank","International Body|OVSEP|IGO Department or Agency|OVSEP|Policy Centre|OVSEP|Monitoring or Regulatory Body|OVSEP|Top-Level Authority",2017-03-01,3,3,https://www.itf-oecd.org/economic-benefits-improved-accessibility-transport-systems-fostering-tourism-for-all,https://app.overton.io/document.php?policy_document_id=internationaltransportforum-b5f89ff6e56fe67b366fd1475828d6b2,,,"Accessibility|Ageing|Convention on the Rights of Persons with Disabilities",eng,,"SDG 11: Sustainable Cities and Communities","Economic benefits of improved accessibility to transport systems and the role of transport in fostering tourism for all"
oecddiscovery-2ad2f1c8b55b28dd4c46f2590b2e7393,"Economic Benefits of Improved Accessibility to Transport Systems and the Role of Transport in Fostering Tourism for All",,"Working paper",OECD,IGO,,"Public Sector",IGO,"International Body|OVSEP|IGO Department or Agency|OVSEP|Monitoring or Regulatory Body|OVSEP|Policy Centre|OVSEP|Research Centre",2017-02-28,3,3,https://dx.doi.org/10.1787/b57673f4-en,https://app.overton.io/document.php?policy_document_id=oecddiscovery-2ad2f1c8b55b28dd4c46f2590b2e7393,,,"Accessibility|Accessible tourism|Ageing",eng,"Markus Rebstock","SDG 11: Sustainable Cities and Communities","Economic benefits of improved accessibility to transport systems and the role of transport in fostering tourism for all"
brookings-e6bc18a5f99c19c46f70dd78842d0d5e,"Developing a common narrative on urban accessibility: A transportation perspective",,Publication,"Brookings Institution",USA,,"Third Sector","Think Tank","Research Centre|OVSEP|Policy Centre",2017-01-11,12,16,https://www.brookings.edu/research/developing-common-narrative-urban-accessibility-transportation/,https://app.overton.io/document.php?policy_document_id=brookings-e6bc18a5f99c19c46f70dd78842d0d5e,,,"Access management|Accessibility|Adoption",eng,"Christo Venter","SDG 11: Sustainable Cities and Communities","Urban accessibility in transportation"
governmentofcanada-461cfe79076478c007137ab750589177,"Going the distance : estimating the effect of provincial borders on trade when geography matters / by Robby K. Bemrose, W. Mark Brown and Jesse Tweedle, Economic Analysis Division.",,Publication,"Government of Canada",Canada,,"Public Sector",Government,"National Body|OVSEP|Mixed Roles|OVSEP|Public Service",2017-01-01,0,0,http://publications.gc.ca/site/eng/9.839008/publication.html,https://app.overton.io/document.php?policy_document_id=governmentofcanada-461cfe79076478c007137ab750589177,,,"Coefficient of determination|Errors and residuals|Estimator",eng,"Canada.Statistics Canada.Analytical Studies Branch.",,"Effect of provincial borders on trade in Canada"
conferenceboard-a1b46e4329c90eda00a9adacc08630db,"Managing Mobility: Transportation in an Aging Society",,Publication,"The Conference Board of Canada",Canada,,"Third Sector","Think Tank","Research Centre|OVSEP|Policy Centre",2016-10-19,0,0,https://www.conferenceboard.ca/e-Library/abstract.aspx?did=8293,https://app.overton.io/document.php?policy_document_id=conferenceboard-a1b46e4329c90eda00a9adacc08630db,,,"Accessibility|Ageing|Built environment",eng,"Daniel Munro","SDG 3: Good Health and Well-being|SDG 11: Sustainable Cities and Communities","Transportation policy for seniors in Canada"
conferenceboard-b8ef7afb56f489a6d98340bd1281942a,"Gérer la mobilité : Le transport dans une société vieillissante",,Publication,"The Conference Board of Canada",Canada,,"Third Sector","Think Tank","Research Centre|OVSEP|Policy Centre",2016-10-19,0,0,https://www.conferenceboard.ca/e-Library/abstract.aspx?did=8294,https://app.overton.io/document.php?policy_document_id=conferenceboard-b8ef7afb56f489a6d98340bd1281942a,,,"Accessibility|Ageing|Built environment",eng,"Daniel Munro","SDG 11: Sustainable Cities and Communities","Transportation policy for seniors in Canada"
internationaltransportforum-5caf8642db9c461a483c24660ccc0dfb,"How Equitable is Access to Opportunities and Basic Services Considering the Impact of the Level of Service?",,Publication,"International Transport Forum",IGO,,"Public Sector","Think Tank","International Body|OVSEP|IGO Department or Agency|OVSEP|Policy Centre|OVSEP|Monitoring or Regulatory Body|OVSEP|Top-Level Authority",2016-10-14,0,0,https://www.itf-oecd.org/how-equitable-access-opportunities-basic-services-considering-impact-level-service,https://app.overton.io/document.php?policy_document_id=internationaltransportforum-5caf8642db9c461a483c24660ccc0dfb,,,"Accessibility|Economic inequality|Economy",eng,,"SDG 1: No Poverty|SDG 11: Sustainable Cities and Communities","Accessibility of opportunities and basic services in Santiago, Chile"
oecddiscovery-2cb1ef5064dcc9ccbe497a8d1fbb725b,"How Equitable is Access to Opportunities and Basic Services Considering the Impact of the Level of Service?",,"Working paper",OECD,IGO,,"Public Sector",IGO,"International Body|OVSEP|IGO Department or Agency|OVSEP|Monitoring or Regulatory Body|OVSEP|Policy Centre|OVSEP|Research Centre",2016-10-13,0,1,https://dx.doi.org/10.1787/1a034059-en,https://app.overton.io/document.php?policy_document_id=oecddiscovery-2cb1ef5064dcc9ccbe497a8d1fbb725b,,,"International Transport Forum|Public transport|Level of service (transportation)",eng,"Ignacio Tiznado-Aitken|Juan Carlos Muñoz|Ricardo Hurtubia",,"Accessibility of public transport systems in cities"
oecddiscovery-2cb1ef5064dcc9ccbe497a8d1fbb725b,"How Equitable is Access to Opportunities and Basic Services Considering the Impact of the Level of Service?",,"Working paper",OECD,IGO,,"Public Sector",IGO,"International Body|OVSEP|IGO Department or Agency|OVSEP|Monitoring or Regulatory Body|OVSEP|Policy Centre|OVSEP|Research Centre",2016-10-13,0,1,https://dx.doi.org/10.1787/1a034059-en,https://app.overton.io/document.php?policy_document_id=oecddiscovery-2cb1ef5064dcc9ccbe497a8d1fbb725b,,,"Accessibility|Economic inequality|Economy",eng,"Ignacio Tiznado-Aitken|Juan Carlos Muñoz|Ricardo Hurtubia","SDG 11: Sustainable Cities and Communities|SDG 1: No Poverty|SDG 10: Reduced Inequality","Equitable access to opportunities and basic services in Santiago, Chile"
iadb-c5c6d10c886f43730adf6e914a283df1,"Transporte urbano y pobreza: Efectos de los Sistemas de Transporte Rápido de Autobuses apoyados por el BID sobre la movilidad y el acceso Cali y Lima","Urban transport and poverty: Effects of Rapid Bus Transportation Systems supported by the IDB on mobility and access Cali and Lima",Publication,"Inter-American Development Bank",IGO,,"Public Sector",IGO,"International Body|OVSEP|Financial Institution or Bank|OVSEP|Development Bank|OVSEP|Policy Centre",2016-09-15,2,3,https://publications.iadb.org/es/publicacion/17134/transporte-urbano-y-pobreza-efectos-de-los-sistemas-de-transporte-rapido-de,https://app.overton.io/document.php?policy_document_id=iadb-c5c6d10c886f43730adf6e914a283df1,,,"Accessibility|Affordable housing|Air pollution",eng,"Scholl, Lynn|Bouillon, César P.|Oviedo, Daniel|Corsetto, Lisa|Jansson, Maya","SDG 11: Sustainable Cities and Communities","Evaluation of Bus Rapid Transit systems in Cali and Lima"
iadb-c5c6d10c886f43730adf6e914a283df1,"Transporte urbano y pobreza: Efectos de los Sistemas de Transporte Rápido de Autobuses apoyados por el BID sobre la movilidad y el acceso Cali y Lima","Urban transport and poverty: Effects of Rapid Bus Transportation Systems supported by the IDB on mobility and access Cali and Lima",Publication,"Inter-American Development Bank",IGO,,"Public Sector",IGO,"International Body|OVSEP|Financial Institution or Bank|OVSEP|Development Bank|OVSEP|Policy Centre",2016-09-15,2,3,https://publications.iadb.org/es/publicacion/17134/transporte-urbano-y-pobreza-efectos-de-los-sistemas-de-transporte-rapido-de,https://app.overton.io/document.php?policy_document_id=iadb-c5c6d10c886f43730adf6e914a283df1,,,Aluminium|Bogotá|Budget,spa,"Scholl, Lynn|Bouillon, César P.|Oviedo, Daniel|Corsetto, Lisa|Jansson, Maya","SDG 11: Sustainable Cities and Communities","Effects of Bus Rapid Transit systems on mobility and accessibility for the poor"
iadb-f4aeae21f9a3bd6a16c0d493a387e29f,"Urban Transport and Poverty: Mobility and Accessibility Effects of IDB-supported BRT Systems in Cali and Lima",,Publication,"Inter-American Development Bank",IGO,,"Public Sector",IGO,"International Body|OVSEP|Financial Institution or Bank|OVSEP|Development Bank|OVSEP|Policy Centre",2016-09-15,9,19,https://publications.iadb.org/en/urban-transport-and-poverty-mobility-and-accessibility-effects-idb-supported-brt-systems-cali-and,https://app.overton.io/document.php?policy_document_id=iadb-f4aeae21f9a3bd6a16c0d493a387e29f,,,"Accessibility|Affordable housing|Air pollution",eng,"Scholl, Lynn|Bouillon, César P.|Oviedo, Daniel|Corsetto, Lisa|Jansson, Maya","SDG 11: Sustainable Cities and Communities","Evaluation of Bus Rapid Transit systems in Lima and Cali"
iadb-f4aeae21f9a3bd6a16c0d493a387e29f,"Urban Transport and Poverty: Mobility and Accessibility Effects of IDB-supported BRT Systems in Cali and Lima",,Publication,"Inter-American Development Bank",IGO,,"Public Sector",IGO,"International Body|OVSEP|Financial Institution or Bank|OVSEP|Development Bank|OVSEP|Policy Centre",2016-09-15,9,19,https://publications.iadb.org/en/urban-transport-and-poverty-mobility-and-accessibility-effects-idb-supported-brt-systems-cali-and,https://app.overton.io/document.php?policy_document_id=iadb-f4aeae21f9a3bd6a16c0d493a387e29f,,,Aluminium|Bogotá|Budget,spa,"Scholl, Lynn|Bouillon, César P.|Oviedo, Daniel|Corsetto, Lisa|Jansson, Maya","SDG 11: Sustainable Cities and Communities","Effects of Bus Rapid Transit systems on mobility and accessibility in Cali and Lima"
apo-d8a1c319bdaaf2e69e2250f7bf7c403d,"Factors Influencing Public Transport Use: A Study of University Commuters' Travel and Mode Choice Behaviours",,Publication,"Analysis & Policy Observatory",Australia,,"Third Sector",NGO,"Public Data Body or Statistics|OVSEP|Archive|OVSEP|Policy Centre",2016-04-20,0,0,https://apo.org.au/node/63290,https://app.overton.io/document.php?policy_document_id=apo-d8a1c319bdaaf2e69e2250f7bf7c403d,,,ArcGIS|Behavior|Brisbane,eng,"Australian Cities Research Network","SDG 11: Sustainable Cities and Communities","University commuters' travel patterns and mode choice behaviors"
apo-accccfc0127d9d67cb09521beb2da542,"Toward a Greater Understanding of Food Access in Melbourne",,Publication,"Analysis & Policy Observatory",Australia,,"Third Sector",NGO,"Public Data Body or Statistics|OVSEP|Archive|OVSEP|Policy Centre",2015-12-03,0,0,https://apo.org.au/node/60047,https://app.overton.io/document.php?policy_document_id=apo-accccfc0127d9d67cb09521beb2da542,,,"Accessibility|Affordable housing|Analysis",eng,"Australian Cities Research Network","SDG 2: Zero Hunger","Food access in Melbourne"
internationaltransportforum-7a680fcb9b80d7d44cf15e03f682f9fe,"A Delicate Balance: Mobility and Access Needs, Expectations and Costs",,Publication,"International Transport Forum",IGO,,"Public Sector","Think Tank","International Body|OVSEP|IGO Department or Agency|OVSEP|Policy Centre|OVSEP|Monitoring or Regulatory Body|OVSEP|Top-Level Authority",2015-09-25,3,3,https://www.itf-oecd.org/delicate-balance-mobility-and-access-needs-expectations-and-costs,https://app.overton.io/document.php?policy_document_id=internationaltransportforum-7a680fcb9b80d7d44cf15e03f682f9fe,,,Accessibility|Ageing|Bus,eng,,"SDG 11: Sustainable Cities and Communities","Mobility and Access Needs, Expectations and Costs"
governmentofestonia-a31cca9b161bbad2dffb58e395914c03,"Tartu Ulikooli sotsiaalteaduslike rakendusuuringute keskus RAKE","University of Tartu Center for Applied Social Research RAKE",Publication,"Government of Estonia",Estonia,,"Public Sector",Government,"National Body|OVSEP|Mixed Roles|OVSEP|Public Service",2015-05-16,0,0,https://www.siseministeerium.ee/sites/default/files/dokumendid/Uuringud/Ruumiline_planeerimine/2015_teenuskeskuste_uuringu_lopparuanne.pdf,https://app.overton.io/document.php?policy_document_id=governmentofestonia-a31cca9b161bbad2dffb58e395914c03,,,,est,"Ministry of the Interior",,"Analysis of public and private services in Estonia"
inspq_canada-626f37f20129e85350d9f1253befe216,"The Built Environment and Physical Activity: Data Collection Tools to Support Intervention",,"Clinical guidance","Institut national de santé publique du Québec",Canada,,"Public Sector",Government,"National Body|OVSEP|Arm's Length Body|OVSEP|Healthcare Service, Body or Agency|OVSEP|Research Centre|OVSEP|Policy Centre",2015-03-02,0,0,https://www.inspq.qc.ca/en/publications/1953,https://app.overton.io/document.php?policy_document_id=inspq_canada-626f37f20129e85350d9f1253befe216,,,"Active mobility|Address geocoding|Audit",eng,"Éric Robitaille","SDG 3: Good Health and Well-being","Built Environment and Physical Activity"
vinnovase-518e764bd185a0b71b2344119917fb5c,"The many Faces of Implementation",,Publication,Vinnova,Sweden,,"Public Sector",Government,"National Body|OVSEP|Government Agency|OVSEP|Development Bank|OVSEP|Initiative, Programme or Project",2014-11-28,0,0,https://www.vinnova.se/publikationer/the-many-faces-of-implementation/,https://app.overton.io/document.php?policy_document_id=vinnovase-518e764bd185a0b71b2344119917fb5c,,,"Branches of science|Business|Cognition",eng,,,"Implementation in public sector organizations"
ipeabr-3ffc59a69a8f4423cdb284c5ad618685,"TD 1966 - Envelhecimento Populacional, Gratuidades no Transporte Público e Seus Efeitos Sobre as Tarifas na Região Metropolitana de São Paulo","TD 1966 - Population Aging, Free Public Transport and Its Effects on Tariffs in the São Paulo Metropolitan Region",Publication,"Instituto de Pesquisa Econômica Aplicada",Brazil,,"Third Sector","Think Tank","Research Centre|OVSEP|Policy Centre",2014-05-02,0,0,http://www.ipea.gov.br/portal/index.php?option=com_content&view=article&id=22266,https://app.overton.io/document.php?policy_document_id=ipeabr-3ffc59a69a8f4423cdb284c5ad618685,,,Accessibility|Ageing|Brasília,por,"Rafael Henrique Moraes Pereira, Carlos Henrique Ribeiro de Carvalho, Pedro Herculano G Ferreira de Souza e Ana Amelia Camarano","SDG 11: Sustainable Cities and Communities","Effects of population aging on public transport fares"
inspq_canada-f4095c3fe21c39d5199b886fff8ee4c6,"L'environnement bâti et la pratique d'activité physique : des outils de collecte de données pour soutenir l'intervention","The built environment and the practice of physical activity: data collection tools to support intervention","Clinical guidance","Institut national de santé publique du Québec",Canada,,"Public Sector",Government,"National Body|OVSEP|Arm's Length Body|OVSEP|Healthcare Service, Body or Agency|OVSEP|Research Centre|OVSEP|Policy Centre",2014-03-11,0,1,https://www.inspq.qc.ca/publications/1778,https://app.overton.io/document.php?policy_document_id=inspq_canada-f4095c3fe21c39d5199b886fff8ee4c6,,,"Cycling infrastructure|Geographic information system|Land transport",fre,"Éric Robitaille","SDG 3: Good Health and Well-being","Built environment and physical activity"
stateofvermont-e1f9c95d94b5009523a69ca984c27d19,"Application of the Network Robustness Index to Identify Critical Road-Network Links in Chittenden County, Vermont",,Publication,"State of Vermont",USA,,"Public Sector",Government,"Regional or State Level Body|OVSEP|Mixed Roles|OVSEP|Public Service",2014-03-06,0,0,https://vtrans.vermont.gov/sites/aot/files/highway/documents/materialsandresearch/completedprojects/2014%20-%2001%20Travel%20Importance%20and%20Strategic%20Investment%20in%20Vermont’s%20Transportation%20Assets.pdf,https://app.overton.io/document.php?policy_document_id=stateofvermont-e1f9c95d94b5009523a69ca984c27d19,,,"Cargo|Coefficient of determination|Colchester, Vermont",eng,,"SDG 9: Industry, Innovation and Infrastructure","Transportation infrastructure planning in Vermont"
ipcc-fa957a7cfe7a4a87f1522afb3e152e34,"AR5 Climate Change 2014: Impacts, Adaptation, and Vulnerability",,Publication,IPCC,IGO,,"Public Sector",IGO,"International Body|OVSEP|Arm's Length Body|OVSEP|Committee|OVSEP|Research Centre|OVSEP|Policy Centre",2014-03-01,4782,4788,https://www.ipcc.ch/report/ar5/wg2/,https://app.overton.io/document.php?policy_document_id=ipcc-fa957a7cfe7a4a87f1522afb3e152e34,,,"Agriculture|Antarctica|Applied and interdisciplinary physics",eng,,"SDG 13: Climate Action|SDG 6: Clean Water and Sanitation|SDG 2: Zero Hunger|SDG 14: Life Below Water|SDG 11: Sustainable Cities and Communities|SDG 1: No Poverty","Climate Change Regional Aspects"
ipcc-fa957a7cfe7a4a87f1522afb3e152e34,"AR5 Climate Change 2014: Impacts, Adaptation, and Vulnerability",,Publication,IPCC,IGO,,"Public Sector",IGO,"International Body|OVSEP|Arm's Length Body|OVSEP|Committee|OVSEP|Research Centre|OVSEP|Policy Centre",2014-03-01,4782,4788,https://www.ipcc.ch/report/ar5/wg2/,https://app.overton.io/document.php?policy_document_id=ipcc-fa957a7cfe7a4a87f1522afb3e152e34,,,"Agriculture|Air pollution|Biodiversity",eng,,"SDG 13: Climate Action|SDG 6: Clean Water and Sanitation|SDG 11: Sustainable Cities and Communities|SDG 2: Zero Hunger|SDG 14: Life Below Water|SDG 1: No Poverty","Climate Change in North America"
diwde-c178ce999423311aca6f2ff6aa9bce04,"Examining the Structure of Spatial Health Effects in Germany Using Hierarchical Bayes Models",,Publication,DIW,Germany,,"Third Sector","Think Tank","Research Centre|OVSEP|Policy Centre",2014-01-16,0,0,https://www.diw.de/de/diw_01.c.458512.de/publikationen/soeppapers/2013_0620/examining_the_structure_of_spatial_health_effects_in_germany_using_hierarchical_bayes_models.html,https://app.overton.io/document.php?policy_document_id=diwde-c178ce999423311aca6f2ff6aa9bce04,,,"Akaike information criterion|Autocorrelation|Bayesian inference",eng,"DIW Berlin","SDG 3: Good Health and Well-being","Spatial health effects in Germany"
